do you know what time it is,you know what time is it now,אתה יודע מה השעה עכשיו
let me tell you something,I want to tell you something,אני רוצה להגיד לך משהו
what am I saying,what I &apos;m saying,מה אני אומר
here &apos;s to you,smile,לחייך
just a little longer,just a little more,רק עוד קצת
I &apos;ve never seen her before,I &apos;ve never seen her,מעולם לא ראיתי אותה
what &apos;s the matter with you,what &apos;s going on with you,מה קורה איתך
can you believe it,do you believe,את מאמינה
I will kill them,I &apos;m gonna kill them,אני אהרוג אותם
get out of here,get the fuck out of here,תעוף מכאן
how did it go,how &apos;d it go,איך זה הלך
that &apos;s what I said,that &apos;s exactly what I said,זה בדיוק מה שאני אמרתי
can you come with me,you can come with me,אתה יכול לבוא איתי
maybe some other time,maybe another time,אולי פעם אחרת
he &apos;ll be fine,he &apos;s gonna be okay,הוא יהיה בסדר
that &apos;s how I am,that &apos;s how I,ככה אני
you want to do it,do you want to sit down,את רוצה לעשות את זה
is that a crime,it &apos;s a crime,זה פשע
what &apos;s your name,how &apos;s your name,איך קוראים לך
do whatever you want,do what you want,תעשה מה שאתה רוצה
what difference does it make,what does it matter,מה זה משנה
can you hear me,do you hear me,אתה שומע אותי
he &apos;s funny looking,he looks funny,הוא נראה מצחיק
there &apos;s nowhere to run,there &apos;s no escape,אין לאן לברוח
I &apos;ll kill you,I &apos;m gonna kill you,אני אהרוג אותך
what &apos;s going on,what &apos;s going on here,מה קורה פה
have a nice day,you have a nice day,שיהיה לך יום נעים
don &apos;t you remember,you don &apos;t remember,אינך זוכר
it doesn &apos;t make sense,it doesn &apos;t make any sense,זה לא הגיוני
everything &apos;s gonna be okay,it &apos;s gonna be all right,הכל יהיה בסדר
as you can see,as you see,כפי שאתה רואה
I &apos;ll get him,I &apos;m gonna call him,אני אקרא לו
what would you like,what do you want,מה תרצה
she &apos;ll be fine,she &apos;s gonna be okay,היא תהיה בסדר
will I ever see you again,I &apos;ll see you again,אראה אותך שוב
you want to try it,want to win,רוצה לנסות
what &apos;s going on,what &apos;s going on here,מה קורה כאן
you talkin &apos; to me,are you talking to me,אתה מדבר אלי
you talkin &apos; to me,are you talking to me,אתה מדבר אלי
it doesn &apos;t make sense,it doesn &apos;t make any sense,זה לא הגיוני
I &apos;ve made a decision,I made a decision,קיבלתי החלטה
won &apos;t you come in,why don &apos;t you come in,למה שלא תיכנס
l came to say goodbye,I came to say goodbye,באתי לומר שלום
I &apos;m out of here,I &apos;m going out of here,אני הולך מכאן
but it wasn &apos;t true,but it &apos;s not the truth,אבל זו לא האמת
what &apos;s the hurry,why are you looking at me,למה אתה ממהר
here &apos;s to you,smile,לחייך
can you hear me,do you hear me,אתה שומע אותי
can you hear me,do you hear me,אתה שומע אותי
do you know him,you know him,את מכירה אותו
do you have anything to say,you have anything to say,יש לך מה לומר
I &apos;m coming up,I &apos;m going upstairs to sleep,אני עולה
you &apos;re doing fine,you &apos;re all right,את בסדר גמור
just a little longer,just a little more,רק עוד קצת
you &apos;re doing fine,you &apos;re all right,את בסדר גמור
you &apos;re doing fine,you &apos;re all right,את בסדר גמור
there &apos;s not much left,not much left,לא נשאר הרבה
this won &apos;t take long,it won &apos;t take long,זה לא ייקח הרבה זמן
let &apos;s do it,we &apos;re gonna do it,אנחנו נעשה את זה
I didn &apos;t mean to,I didn &apos;t mean,לא התכוונתי
did she see you,she saw you,היא ראתה אותך
don &apos;t kid yourself,don &apos;t change,אל תשלי את עצמך
how are we today,what are we today,מה שלומנו היום
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמין
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמין
what &apos;s going on,what &apos;s going on here,מה מתרחש פה
you can do this,can you do,את מסוגלת
that &apos;s not a good idea,it &apos;s not a good idea,זה לא רעיון טוב
what are you up to,what &apos;s your plan,מה את מתכננת
I don &apos;t know,don &apos;t know,לא יודעת
did you feel that,did you feel it,הרגשת את זה
how much time do I have,how long I &apos;ve got,כמה זמן יש לי
what should I do now,what do I do now,מה עליי לעשות עכשיו
we don &apos;t have any money,we have no money,אין לנו כסף
that &apos;s an interesting story,it &apos;s an interesting story,זה סיפור מעניין
and everything will be fine,and I &apos;ll be all right,והכול יהיה בסדר
we can do that,we can do it,נוכל לעשות את זה
we &apos;re in luck,we &apos;re lucky,יש לנו מזל
there &apos;s nowhere to run,there &apos;s no escape,אין לאן לברוח
I &apos;ve got something to show you,I have something to show you,יש לי משהו להראות לך
you in or out,are you in or out,אתה בפנים או בחוץ
is that what you think,that &apos;s what you think,זה מה שאתה חושב
he &apos;s all yours,it &apos;s all yours,כולו שלך
you could say that,can I say,אפשר לומר
well it &apos;s not,you can &apos;t,אתה לא מצליח
I &apos;m with somebody,I &apos;m with someone,אני עם מישהו
I &apos;ve been thinking about you,I was thinking about you,חשבתי עליך
where have you been,where were you,איפה היית
that &apos;s my name,it &apos;s my name,זה השם שלי
so that &apos;s what we &apos;re gonna do,so what do we do,אז זה מה שנעשה
that &apos;s what we &apos;ll do,that &apos;s what we &apos;re gonna do,זה מה שנעשה
I &apos;m coming up,I &apos;m going upstairs to sleep,אני עולה
that &apos;s what I meant,that &apos;s what I mean,לזה התכוונתי
there &apos;s been another one,there was another one,היה עוד אחד
you know what &apos;s happening,you know what &apos;s going on,את יודעת מה קורה
how are you feeling,how do you feel,איך אתה מרגיש
I &apos;m going to jail,I &apos;m going to die,אני הולך לכלא
you will be arrested,you &apos;re gonna get arrested,יעצרו אותך
what do we want,what we want,מה אנחנו רוצים
so much the better,how much was,כמה שיותר יותר טוב
and it &apos;s true,and that &apos;s right,וזה נכון
where did you get this,where &apos;d you get it,איפה השגת את זה
but she &apos;s not,but she didn &apos;t,אבל היא לא
I don &apos;t know how to do that,I don &apos;t know how to do it,אני לא יודע איך לעשות את זה
order in the court,order in court,סדר בבית המשפט
you better watch out,you &apos;d better be careful,כדאי לך להיזהר
isn &apos;t that cute,it &apos;s not cute,זה לא חמוד
what do we have here,what have we here,מה יש לנו פה
I am the king,I &apos;m the king,אני המלך
I am the king,I &apos;m the king,אני המלך
I am the king,I &apos;m the king,אני המלך
is that okay with you,it &apos;s okay with you,זה בסדר מבחינתך
that &apos;s not sexy,it &apos;s not sexy,זה לא סקסי
but not a lot,but not much,אבל לא הרבה
what did they do to you,what they did to you,מה הם עשו לך
order in the court,order in court,סדר בבית המשפט
order in the court,order in court,סדר בבית המשפט
that &apos;s all we got,it &apos;s all we have,זה כל מה שיש לנו
isn &apos;t that cute,it &apos;s not cute,זה לא חמוד
what do we have here,what have we here,מה יש לנו פה
I don &apos;t want to hurt you,I don &apos;t want to see,אני לא רוצה לפגוע בך
that &apos;s what she says,that &apos;s what they are,זה מה שהיא אומרת
did you talk to him,did you talk about it,דיברת איתו
this was your idea,it was your idea,זה היה הרעיון שלך
put &apos; em down,put the gun,תורידו אותם
one at a time,one by one,אחד אחד
you &apos;ll be fine,you &apos;re gonna be okay,את תהיי בסדר
you &apos;ll be fine,you &apos;re gonna be okay,את תהיי בסדר
out of my way,get out of my way,זוזו מדרכי
it &apos;s good to be back,good to be back,טוב לחזור
it doesn &apos;t matter,it &apos;s not important,זה לא חשוב
get out of here,get the fuck out of here,תעוף מכאן
you &apos;ve got to be kidding me,you gotta be kidding me,אתם בטח צוחקים עליי
what do you got,what do you have,מה יש לך
how tall are you,what are you,מה הגובה שלך
what &apos;d you do that for,for luck,בשביל מה עשית את זה
I don &apos;t see why,I don &apos;t understand why,אני לא מבין למה
you don &apos;t look well,you don &apos;t look good,אתה לא נראה טוב
I will live forever,I &apos;m gonna live forever,אני אחיה לנצח
excuse me a minute,excuse me for a moment,סלח לי לרגע
you ain &apos;t lying,you &apos;re not lying,אתה לא משקר
he asked me to,he asked me,הוא ביקש ממני
and so are you,and you,וגם אתה
what are you thinking,what do you think,על מה את חושבת
you can do this,you can do it,אתה מסוגל לעשות את זה
I &apos;ve been there,I &apos;ve been through this,עברתי את זה
did you hear that,did you hear,שמעת
can I get you anything,get you something,להביא לך משהו
do as you &apos;re told,do what they say,תעשה מה שאומרים לך
you wanted to see me,you wanted to talk to me,רצית לדבר איתי
weren &apos;t you listening,you weren &apos;t listening,לא הקשבת
I don &apos;t know,don &apos;t know,לא יודעת
I don &apos;t have a problem,I have no problem,אין לי שום בעיה
if you say so,if you say,אם את אומרת
I &apos;d been drinking,I &apos;ve been drinking,שתיתי
you bastard I &apos;m not telling you anything,I &apos;m not telling you anything,אני לא מספרת לך כלום
do you know him,you know him,את מכירה אותו
I &apos;ve got something to show you,I have something to show you,יש לי משהו להראות לך
I won &apos;t tell anyone,don &apos;t tell anyone,לא אספר לאף אחד
are you my daddy,you &apos;re my father,אתה אבא שלי
are you my daddy,you &apos;re my father,אתה אבא שלי
what do you say,what are you saying,מה אתה אומר
you don &apos;t have any money,you have no money,אין לך כסף
it didn &apos;t happen,it never happened,זה לא קרה
that &apos;s not good,it &apos;s not good,זה לא טוב
can &apos;t you teII,don &apos;t see,לא רואים
but I &apos;m not,but I don &apos;t,אבל אני לא
he was a good kid,he was a good boy,הוא היה ילד טוב
that can be arranged,we can work this out,אפשר לסדר את זה
you could say that,can I say,אפשר להגיד
so do you have a boyfriend,so you have a boyfriend,אז יש לך חבר
thought you &apos;d want to know,I thought you &apos;d like to know,חשבתי שתרצה לדעת
what &apos;s going on,what &apos;s going on here,מה קורה פה
I didn &apos;t see you,I haven &apos;t seen you,לא ראיתי אותך
don &apos;t do that,don &apos;t do it,אל תעשה את זה
you have one hour,you &apos;ve got an hour,יש לך שעה
where is this going,where &apos;s it going,לאן זה הולך
I don &apos;t know,don &apos;t know,לא יודע
this doesn &apos;t change anything,it doesn &apos;t change anything,זה לא משנה שום דבר
I don &apos;t know,don &apos;t know,לא יודע
you can &apos;t be serious,you &apos;re not serious,אתם לא רציניים
that &apos;d be great,it &apos;s gonna be great,זה יהיה נהדר
over and over again,over and over and over again,שוב ושוב
you talkin &apos; to me,are you talking to me,אתה מדבר אלי
get out of the road,get off the road,רד מהכביש
I know you won &apos;t,I know you didn &apos;t,אני יודע שלא
I don &apos;t feel so good,I don &apos;t feel good,אני לא חש בטוב
I just thought of something,I was thinking about something,חשבתי על משהו
what is that thing,what is this thing,מה הדבר הזה
don &apos;t do that,don &apos;t do it,אל תעשה את זה
where do you wanna go,where do you want to go,לאן אתה רוצה לנסוע
this is life and death,it &apos;s a matter of life or death,זה עניין של חיים או מוות
I don &apos;t feel so good,I don &apos;t feel good,אני לא חש בטוב
I &apos;ve thought about it,I thought about it,חשבתי על זה
do you have a girlfriend,you have a girlfriend,יש לך חברה
that &apos;s an interesting story,it &apos;s an interesting story,זה סיפור מעניין
what the hell is wrong with you,what the hell is your problem,מה לעזאזל הבעיה שלך
I don &apos;t have a problem,I have no problem,אין לי שום בעיה
thank God you &apos;re home,thank God you &apos;re back,תודה לאל שחזרת
where have you been,where were you,היכן היית
do you want to see it,want to see him,רוצה לראות אותו
let &apos;s have a look,let &apos;s take a look,בואי נעיף מבט
do you want to,do you want,האם אתה רוצה
what &apos;d you forget,what did you forget,מה שכחת
you want to go,do you want to go,אתה רוצה ללכת
that doesn &apos;t count,it doesn &apos;t count,זה לא נחשב
I &apos;m sure we have,I &apos;m sure you do,אני בטוח שכן
but this is important,but it &apos;s important,אבל זה חשוב
can you believe that,can you believe it,אתה יכול להאמין לזה
I &apos;ve got some,I have a little,יש לי קצת
thank you for seeing me,thank you for agreeing to see me,תודה שהסכמת לראות אותי
that &apos;s a lot,it &apos;s a lot,זה הרבה
that &apos;s got to hurt,that &apos;s gotta hurt,זה בטח כאב
that &apos;s not the point,it &apos;s not the point,זו לא הנקודה
where did you find this,where did you find it,איפה מצאת את זה
where did this come from,where it came from,מהיכן זה הגיע
for the first time,the first time,בפעם הראשונה
somebody call an ambulance,somebody call the police,שמישהו יתקשר לאמבולנס
that &apos;s too bad,it &apos;s really important,זה ממש חבל
there &apos;s something I have to tell you,there &apos;s something I need to tell you,יש משהו שאני צריך לומר לך
I didn &apos;t know you were back,I didn &apos;t know you &apos;re back,לא ידעתי שחזרת
they &apos;re on their way,they &apos;re on the way,הם בדרך
you haven &apos;t changed,you haven &apos;t changed at all,לא השתנית
no he doesn &apos;t,he &apos;s not,לא הוא לא
he &apos;s the best,he was &quot;,הוא הטוב ביותר
I am not the enemy,I &apos;m not the enemy,אני לא האויב
where are the others,where &apos;s your guy,איפה האחרים
I don &apos;t know,don &apos;t know,לא יודע
I don &apos;t know,don &apos;t know,לא יודע
what &apos;s that from,where &apos;s that,מאיפה זה
what &apos;s gonna happen,what happens,מה יקרה
what about the kids,what about the dog,מה עם הילדים
over and over again,over and over and over again,שוב ושוב
I don &apos;t know,don &apos;t know,לא יודע
I won &apos;t tell anyone,don &apos;t tell anyone,לא אספר לאף אחד
I just wanna see,I just want to see,אני רק רוצה לראות
what do you got,what do you have,מה יש לך
it &apos;ll be fine,it &apos;s gonna be okay,זה יהיה בסדר
you &apos;ll kill him,you &apos;re gonna kill him,אתה תהרוג אותו
you think I &apos;m,do you think I &apos;m,אתה חושב שאני
did they hurt you,they hurt you,הם פגעו בך
that &apos;s all I ever wanted to do,it &apos;s all I wanted to do,זה כל מה שרציתי לעשות
you have a phone call,you got a phone,יש לך טלפון
what does that have to do with anything,how come you &apos;re not at all,איך זה קשור בכלל
what &apos;s the matter with you,what &apos;s going on with you,מה קורה איתך
you think that &apos;s funny,you think it &apos;s funny,אתה חושב שזה מצחיק
it &apos;s not right,it &apos;s not okay,זה לא בסדר
that &apos;d be good,that would be good,זה יהיה טוב
I didn &apos;t mean to,I didn &apos;t mean,לא התכוונתי
why do you always do this,why do you always do that,למה אתה תמיד עושה את זה
I &apos;ve got to do something,I need to do something,אני צריך לעשות משהו
you don &apos;t mind,don &apos;t bother you,לא מפריע לך
but it &apos;s gonna cost you,but it &apos;ll cost you,אבל זה יעלה לך
how &apos;s everybody doing,how &apos;s everybody,מה שלום כולם
do you know him,you know him,את מכירה אותו
you &apos;re full of shit,you &apos;re talking nonsense,אתה מדבר שטויות
I will give you,I &apos;ll give you,אני אתן לך
I will give you,I &apos;ll give you,אני אתן לך
but I &apos;m not,but I don &apos;t,אבל אני לא
you shouldn &apos;t have,you didn &apos;t have to,לא היית צריך
it &apos;s so beautiful,it &apos;s so weird,זה כ &quot; כ יפה
he didn &apos;t call,he hasn &apos;t called,הוא לא התקשר
he doesn &apos;t have to,he doesn &apos;t need,הוא לא צריך
where have you been,where were you,איפה היית
I got something to do,I have something to do,יש לי משהו לעשות
it &apos;s good to be home,good to be home,טוב להיות בבית
what do you got,what do you have,מה יש לך
I &apos;m just fucking with you,I &apos;m just kidding you,אני רק צוחק איתך
that &apos;s not good,it &apos;s not good,זה לא טוב
I didn &apos;t see you,I haven &apos;t seen you,לא ראיתי אותך
you don &apos;t say much,you don &apos;t talk much,אתה לא מדבר הרבה
you don &apos;t say much,you don &apos;t talk much,אתה לא מדבר הרבה
what would you prefer,what do you prefer,מה אתה מעדיף
I &apos;ll get it,I &apos;ll get him,אני אביא לו
don &apos;t make me angry,don &apos;t piss me off,אל תעצבן אותי
what &apos;s your hurry,where are you in a hurry,לאן אתה ממהר
you guys want anything,do you want something,אתם רוצים משהו
you &apos;ll come with me,you come with me,אתה תבוא איתי
everything &apos;s gonna be okay,it &apos;s gonna be all right,הכל יהיה בסדר
don &apos;t do that,don &apos;t do it,אל תעשה את זה
didn &apos;t you hear what I said,don &apos;t you hear what I said,לא שמעת מה אמרתי
what did they do,what they did,מה הם עשו
I &apos;ve been looking all over for you,I &apos;ve been looking everywhere for you,חיפשתי אותך בכל מקום
I &apos;ve been looking all over for you,I &apos;ve been looking everywhere for you,חיפשתי אותך בכל מקום
let me see you,let me talk to,תן לי לבדוק אותך
Oh that &apos;s Sandy,that &apos;s Sandy,זאת סנדי
that &apos;s all we got,it &apos;s all we have,זה כל מה שיש לנו
for the last time,the last time,בפעם האחרונה
I shouldn &apos;t be here,I &apos;m not supposed to be here,אני לא אמור להיות כאן
I don &apos;t know,don &apos;t know,לא יודע
how did you get this,how &apos;d you get it,איך השגת את זה
what &apos;s going on,what &apos;s going on in there,מה קורה שם
are you with us,you &apos;re with us,אתה איתנו
we don &apos;t have a choice,we have no choice,אין לנו ברירה
that &apos;s what we &apos;ll do,that &apos;s what we &apos;re gonna do,זה מה שנעשה
I &apos;ll kill you,I &apos;m gonna kill you,אני אהרוג אותך
what do you got,what did you find out,מה גילית
are YOU SEEING ANYONE,you create,אתה יוצא עם מישהי
where did this come from,where it came from,מהיכן זה הגיע
what did they do to you,what they did to you,מה הם עשו לך
is that what you want,that &apos;s what you want,זה מה שאתה רוצה
what the hell &apos;s going on,what the hell is going on here,מה קורה כאן לעזאזל
what &apos;s going on,what &apos;s going on in there,מה קורה שם
I &apos;m going in there,I &apos;m going in,אני נכנס לשם
give me 10 minutes,give it to me,תן לי 10 דקות
that &apos;s my girl,it was,זאת הילדה שלי
that &apos;s my girl,it was,זאת הילדה שלי
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
whose side are you on,whose side are you,בצד של מי את
I knew this was a bad idea,I knew it was a bad idea,ידעתי שזה רעיון רע
that &apos;s my dad,it &apos;s my dad,זה אבא שלי
I have no problem with that,I don &apos;t have a problem with that,אין לי בעיה עם זה
I didn &apos;t see you,I haven &apos;t seen you,לא ראיתי אותך
how many of you are there,how are you,כמה אתם
you are in big trouble,you &apos;re in big trouble,אתה בצרות גדולות
that &apos;s what you are,that &apos;s what you,זה מה שאת
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
what about you guys,what about you,מה איתכם
that &apos;s much better,it &apos;s a lot better,זה הרבה יותר טוב
that &apos;s my son,this is my son,זה הבן שלי
it won &apos;t work,it &apos;s not gonna work,זה לא יעבוד
I &apos;m a dad,I &apos;m his father,אני אבא
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
I &apos;ve been trying to call you,I tried to call you,ניסיתי להתקשר אלייך
what &apos;s going on,what &apos;s going on here,מה קורה כאן
I went too far,I overreacted,הגזמתי
we can do this,we can do it,אנחנו יכולים לעשות את זה
how are we doing,what are we doing,מה מצבנו
get it off me,take it from me,תוריד את זה ממני
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
can you believe it,do you believe,את מאמינה
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
time is running out,we &apos;re running out of time,הזמן אוזל
I &apos;m sure we have,I &apos;m sure you do,אני בטוח שכן
where &apos;s your dad,where &apos;s your father,היכן אביך
what should I do,what do I do,מה עליי לעשות
the King of England,king of England,מלך אנגליה
that &apos;ll be the day,it &apos;s gonna be today,זה יהיה היום
he doesn &apos;t understand,he &apos;s harmless,הוא לא מבין
that &apos;s not true,it &apos;s not true,זה לא נכון
that &apos;s a lie,it &apos;s a lie,זה שקר
let &apos;s try a little experiment,let &apos;s do a little experiment,בוא נעשה ניסוי קטן
I can &apos;t help it,there &apos;s nothing to do,אין מה לעשות
I don &apos;t get it,not the problem,לא הבנתי
what should we do with them,what do we do with them,מה נעשה איתם
aren &apos;t you tired,don &apos;t you tired,אתה לא עייף
l &apos;ve never been,I &apos;ve never been there,מעולם לא הייתי שם
we &apos;ll go together,let &apos;s go together,נלך ביחד
everything &apos;s gonna be okay,it &apos;s gonna be all right,הכל יהיה בסדר
we got your back,we &apos;ll cover you,אנחנו נחפה עליך
we don &apos;t have any children,we don &apos;t have kids,אין לנו ילדים
you &apos;ll love it,you &apos;re gonna love it,אתה תאהב את זה
I can &apos;t see,I don &apos;t see,אני לא רואה
I can &apos;t see you,I don &apos;t see you,אני לא רואה אותך
did you have a bad dream,you had a bad dream,היה לך חלום רע
where have you been,where were you,איפה היית
do whatever you want,do what you want,תעשה מה שאתה רוצה
why don &apos;t you give me a call,why don &apos;t call me,למה שלא תתקשר אלי
this is a business,this is business,זהו עסק
I &apos;d like to help,I &apos;d love to help,אשמח לעזור
who &apos;s up there,who lives there,מי גר שם
I should get back,I need to get back,אני צריכה לחזור
what happened to that,what happened to it,מה קרה לזה
who the hell is this,who the hell is he,מי הוא לעזאזל
I don &apos;t think I can do this,I don &apos;t think I can do it,אני לא חושב שאני יכול לעשות את זה
not even a little,not even a little bit,אפילו לא קצת
you have to help me,you gotta help me,אתה חייב לעזור לי
do you wanna kiss me,you want to kiss me,אתה רוצה לנשק אותי
I &apos;ll kill you,I &apos;m gonna kill you,אני אהרוג אותך
what are you thinking,what do you think,על מה את חושבת
over and over again,over and over and over again,שוב ושוב
the way I see it,as I see it,כמו שאני רואה את זה
I &apos;ll kill you,I &apos;m gonna kill you,אני אהרוג אותך
excuse me a minute,excuse me for a moment,סלח לי לרגע
I don &apos;t think that &apos;s a good idea,I don &apos;t think it &apos;s a good idea,אני לא חושב שזה רעיון טוב
don &apos;t you feel well,you don &apos;t feel good,אתה לא מרגיש טוב
can I get you anything,get you something,להביא לך משהו
do you have a minute,you got a minute,יש לך דקה
do you have a minute,you got a minute,יש לך דקה
there &apos;s got to be something,there &apos;s gotta be something,חייב להיות משהו
are you out of your mind,you &apos;re out of your mind,יצאת מדעתך
it &apos;s a pleasure,it &apos;s a pleasure to be,זה תענוג
get the fuck outta here,get the fuck out of here,תעוף מכאן לעזאזל
what do we do,what are you doing,מה עושה
something &apos;s not right,there &apos;s something wrong,משהו לא תקין
how are you feeling,how do you feel,איך אתה מרגיש
what are you gonna do,what can I do,מה אפשר לעשות
where &apos;s your purse,where &apos;s your bag,איפה התיק שלך
how did this happen,how it happened,איך זה קרה
do you have a girlfriend,you have a girlfriend,יש לך חברה
what did the doctor say,what the doctor said,מה הרופא אמר
it &apos;s gonna be okay,it &apos;s gonna be all right,זה הולך להיות בסדר
over and over again,over and over and over again,שוב ושוב
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמין
what &apos;s going on,what &apos;s going on here,מה קורה כאן
you &apos;ve got to believe me,you have to believe me,אתה מוכרח להאמין לי
what &apos;s going on,what &apos;s going on here,מה קורה כאן
don &apos;t you remember,you don &apos;t remember,אתה לא זוכר
of course you &apos;re not,of course you don &apos;t,כמובן שאתה לא
he &apos;ll be fine,he &apos;s gonna be okay,הוא יהיה בסדר
stay away from me,don &apos;t come near me,אל תתקרב אליי
do you know what he said,you know what he said,אתה יודע מה הוא אמר
where have you been,where were you,איפה היית
next thing I know,the next thing I remember,הדבר הבא שאני זוכר
I don &apos;t have to tell you,I don &apos;t need to tell you,אני לא צריך להגיד לך
you shouldn &apos;t be here,you &apos;re not supposed to be here,את לא אמורה להיות כאן
don &apos;t do that,don &apos;t do it,אל תעשה את זה
now you listen to me,now listen to me,עכשיו תקשיבי לי
then who are you,so who are you,אז מי אתה
mind if I sit down,do you mind if I sit,אכפת לך אם אני אשב
where are you from,where are you,מאיפה אתה
we &apos;ll be fine,we &apos;re gonna be okay,אנחנו נהיה בסדר
what should I do,what do I do,מה עלי לעשות
I &apos;ve thought about it,I thought about it,חשבתי על זה
I &apos;ve got to get out of here,I have to get out of here,אני חייבת לצאת מכאן
I &apos;ll be fine,I &apos;ll be all right,אני אהיה בסדר
I &apos;ll be fine,I &apos;ll be all right,אני אהיה בסדר
I have a son,I have a kid,יש לי ילד
I &apos;ll be fine,I &apos;ll be all right,אני יהיה בסדר
that &apos;s a good idea,it &apos;s a good idea,זה רעיון טוב
she told me about that,she told me about it,היא סיפרה לי על זה
I can &apos;t do this,I can &apos;t do it,אני לא יכול לעשות את זה
a really long time,a very long time,הרבה מאוד זמן
they &apos;re all yours,all yours,כולם שלך
I have to go to the bathroom,I need to go to the bathroom,אני צריכה ללכת לשירותים
I have to go to the bathroom,I need to go to the bathroom,אני צריכה ללכת לשירותים
I &apos;ve got a problem,I have a problem,יש לי בעיה
what &apos;s with your dog,what happened to your dog,מה קרה לכלב שלך
that &apos;s not true,it &apos;s not true,זה לא נכון
do you have a moment,you got a minute,יש לך רגע
I &apos;m having a little trouble,I have a little problem,יש לי בעיה קטנה
that &apos;s very kind of you,it &apos;s very nice of you,זה מאוד נחמד מצידך
don &apos;t you think,you don &apos;t think,את לא חושבת
and to the republic,and take,ולרפובליקה
he &apos;s a good kid,he &apos;s a good boy,הוא ילד טוב
that &apos;d be great,it &apos;s gonna be great,זה יהיה נהדר
there &apos;s four of us,we &apos;re four,אנחנו ארבעה
what brings you here,what brought you here,מה הביא אותך לכאן
&apos; &apos; thou shalt not fear &apos; &apos;,you can &apos;t be afraid,אסור לפחד
&apos; &apos; thou shalt not fear &apos; &apos;,you can &apos;t be afraid,אסור לפחד
that &apos;s not what this is,it &apos;s not what it is,זה לא מה שזה
what difference does it make,what does it matter,מה זה משנה
I &apos;ll take that,I &apos;ll take it,אני אקח את זה
and I was wrong,stupid aquarium,וטעיתי
you &apos;re the first,the first time,את הראשונה
I know it &apos;s her,I know you didn &apos;t,אני יודע שזו היא
you really like her,you really like him,אתה באמת מחבב אותה
it &apos;s like that,that &apos;s right,ממש כך
I &apos;ve thought about it,I thought about it,חשבתי על זה
I look forward to it,I &apos;m looking forward to it,אני מצפה לזה
I &apos;ll hit you,I &apos;m gonna hit you,אני אכה אותך
what &apos;s going on,what &apos;s going on here,מה קורה פה
that &apos;s not fair,it &apos;s not fair,זה לא הוגן
you still don &apos;t get it,you still don &apos;t understand,אתה עדיין לא מבין
what do I want from you,what I want you,מה אני רוצה ממך
I &apos;ll kill you,I &apos;m gonna kill you,אני אהרוג אותך
I &apos;ll get it,I &apos;ll get him,אני אביא אותו
but I &apos;m not,but I don &apos;t,אבל אני לא
I &apos;ve got to get out of here,I have to get out of here,אני חייבת לצאת מכאן
don &apos;t you recognize me,you don &apos;t recognize me,אתה לא מזהה אותי
don &apos;t you remember,you don &apos;t remember,אתה לא זוכר
you &apos;re not my father,you &apos;re not my dad,אתה לא אבא שלי
but that &apos;s not true,but it &apos;s not true,אבל זה לא נכון
can you hear me,do you hear me,אתה שומע אותי
just what I need,exactly what I need,בדיוק מה שאני צריך
don &apos;t do that,don &apos;t do it,אל תעשה את זה
everything &apos;s gonna be okay,it &apos;s gonna be all right,הכל יהיה בסדר
where &apos;s my grandson,where &apos;d you get,איפה הנכד שלי
where &apos;s my grandson,where &apos;d you get,איפה הנכד שלי
how are you feeling,how do you feel,איך אתה מרגיש
I don &apos;t know,don &apos;t know,לא יודע
if that &apos;s okay,if it &apos;s okay,אם זה בסדר
I can &apos;t believe it,I don &apos;t believe it,אני לא מאמינה
lt &apos;s for work,it &apos;s for work,זה בשביל העבודה
what do you got,what do you have,מה יש לך
if I do it,if I need help,אם אני אעשה את זה
what do you say,what are you saying,מה אתה אומר
that &apos;s a good idea,it &apos;s a good idea,זה רעיון טוב
that was really good,it was really good,זה היה ממש טוב
that &apos;d be good,that would be good,זה יהיה טוב
can I talk to you for a second,can I talk to you for a minute,אני יכול לדבר איתך רגע
just say the word,just say,רק תגיד
let me tell you something,I &apos;ll tell you something,אגיד לך משהו
that &apos;s a first,it &apos;s a start,זאת הפעם הראשונה
I &apos;m standing right here,I &apos;m standing here,אני עומד כאן
it &apos;s not right,it &apos;s not okay,זה לא בסדר
if that &apos;s okay,if it &apos;s okay,אם זה בסדר
I &apos;m sorry to hear that,I &apos;m sorry to hear,צר לי לשמוע
you &apos;ll be OK,you &apos;ll be all right,תהיה בסדר
that &apos;d be good,that would be good,זה יהיה טוב
can you hear me,do you hear me,אתה שומע אותי
can you hear me,do you hear me,אתה שומע אותי
you have no right,don &apos;t you have any,אין לך שום זכות
I &apos;m coming up,I &apos;m going upstairs to sleep,אני עולה
how do we do that,how do we do it,איך עושים את זה
sounds great to me,sounds great,נשמע לי נהדר
let &apos;s get back to work,get back to work,נחזור לעבודה
what the fuck do you want,what the hell do you want,מה אתה רוצה לעזאזל
we &apos;re not going anywhere,we don &apos;t think it &apos;s,אנחנו לא הולכים לאף מקום
